"","Sample_1","Sample_2","Sample_3","Sample_4","Sample_5","Sample_6","Sample_7","Sample_8","Sample_9","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20"
"OTU_97.678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6783",0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,3,0,2,0,0
"OTU_97.6784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6793",0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_97.6796",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"OTU_97.6798",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6800",2,0,1,0,0,17,0,0,4,3,0,1,0,0,0,5,0,1,0,0
"OTU_97.6801",2,0,0,2,0,0,2,0,10,1,8,1,4,0,0,0,1,1,0,1
"OTU_97.6805",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"OTU_97.6809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6825",0,0,0,0,0,0,1,4,0,0,0,6,1,3,0,1,0,3,0,0
"OTU_97.6826",0,0,2,0,0,0,0,1,1,2,1,1,0,0,2,0,1,0,0,0
"OTU_97.6827",0,0,0,0,0,2,0,0,0,16,7,0,0,3,0,5,1,20,0,2
"OTU_97.683",0,0,0,1,6,13,0,12,0,31,0,4,0,5,0,2,4,0,9,0
"OTU_97.6831",12,0,0,0,2,0,0,0,0,0,0,1,5,1,0,0,0,0,0,7
"OTU_97.684",0,0,10,0,0,0,12,0,0,2,0,3,4,0,0,5,2,3,0,22
"OTU_97.6843",0,0,0,4,1,0,0,3,0,2,0,0,2,0,0,0,0,0,1,0
"OTU_97.6850",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.6852",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.6854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6866",0,0,1,0,0,0,2,2,0,1,0,0,0,1,0,0,1,0,0,1
"OTU_97.687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6886",0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0
"OTU_97.6890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.69",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"OTU_97.6907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6912",0,0,4,0,0,0,0,0,0,5,2,6,0,0,0,1,2,0,0,0
"OTU_97.6924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6931",62,12,8,14,11,1,136,17,28,0,82,0,156,133,3,14,11,3,0,47
"OTU_97.695",0,6,1,4,0,0,1,0,0,0,10,0,0,0,0,0,0,1,1,0
"OTU_97.6952",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.6963",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0
"OTU_97.6984",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"OTU_97.6987",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.699",0,7,1,0,0,0,0,1,13,1,1,0,1,0,2,0,0,0,20,10
"OTU_97.6991",6,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.700",48,0,21,0,0,0,0,94,1,1,2,39,8,0,0,38,0,0,3,31
"OTU_97.7001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7017",0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,7,0,4,1
"OTU_97.7018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.702",0,0,0,0,0,0,0,0,0,5,1,1,0,3,0,0,7,0,0,0
"OTU_97.7040",0,1,0,0,1,0,0,0,1,0,1,0,3,0,0,1,3,0,1,0
"OTU_97.7049",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_97.7053",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3
"OTU_97.7059",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"OTU_97.7073",6,2,2,21,1,5,0,0,0,0,0,5,0,1,0,27,2,0,0,3
"OTU_97.7076",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.7081",0,0,0,0,0,0,3,0,0,0,2,1,17,0,1,3,0,0,0,2
"OTU_97.7089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7090",0,2,0,3,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_97.7097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.710",0,9,0,7,0,0,0,2,1,8,2,4,0,3,0,2,0,1,0,1
"OTU_97.7105",2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,3,0,0
"OTU_97.7117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7118",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.7119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7138",1,8,1,1,0,0,0,0,8,0,0,0,1,0,3,3,1,0,2,17
"OTU_97.714",1,0,0,0,0,8,12,15,0,11,37,13,6,0,0,25,21,3,0,34
"OTU_97.7141",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"OTU_97.7143",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.7145",0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0
"OTU_97.7146",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"OTU_97.7147",2,0,2,0,0,1,0,5,1,0,0,0,0,1,0,0,0,0,0,1
"OTU_97.7151",1,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,2,0,0,0
"OTU_97.7157",1,0,0,2,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
"OTU_97.7159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7160",0,0,2,3,0,0,0,0,3,0,0,2,2,0,0,0,1,1,0,1
"OTU_97.7174",2,1,0,0,1,0,0,8,1,0,0,0,0,0,0,0,6,0,0,0
"OTU_97.7183",0,0,0,1,0,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0
"OTU_97.7184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.720",0,0,4,22,2,0,1,2,5,0,1,0,1,15,1,45,2,0,0,0
"OTU_97.7200",0,6,0,1,0,0,0,0,0,0,5,3,3,2,6,2,0,0,0,7
"OTU_97.7202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7217",0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0
"OTU_97.722",2,12,4,0,0,0,0,38,1,1,9,0,0,0,0,1,0,4,0,10
"OTU_97.7220",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7226",2,1,0,0,0,0,13,0,0,0,0,1,0,0,0,1,0,0,0,0
"OTU_97.7227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7229",7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.7231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7234",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.725",6,0,1,0,0,0,1,2,0,0,3,0,1,0,1,0,0,0,3,0
"OTU_97.7255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7270",2,0,0,0,2,0,0,21,0,0,0,0,54,0,0,0,1,0,0,0
"OTU_97.7272",0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"OTU_97.7273",0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
"OTU_97.7283",3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"OTU_97.7287",16,66,12,16,2,1,3,1,8,2,3,28,39,0,87,5,10,34,0,0
"OTU_97.729",1,5,0,0,0,0,0,0,0,0,6,1,1,0,0,9,0,0,0,4
"OTU_97.7296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.73",118,4,282,54,546,428,498,137,16,14,8,7,0,28,11,23,25,0,247,12
"OTU_97.7300",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"OTU_97.7309",1,0,0,0,0,5,0,2,1,0,0,1,4,0,0,0,0,0,0,0
"OTU_97.7313",0,0,0,0,2,0,1,0,0,0,0,1,2,2,0,0,1,0,0,0
"OTU_97.732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7329",5,14,0,0,0,0,0,2,2,2,63,2,13,1,0,1,0,0,5,7
"OTU_97.733",0,0,0,0,0,0,0,0,0,5,0,0,9,0,1,0,10,1,0,0
"OTU_97.7335",0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,4,0,1
"OTU_97.734",4,17,66,136,0,104,0,42,0,0,0,0,15,0,114,85,80,49,4,7
"OTU_97.7341",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU_97.735",14,4,13,0,0,1,0,0,21,1,0,33,13,1,0,0,0,11,0,2
"OTU_97.7359",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"OTU_97.7368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.738",0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1
"OTU_97.7386",0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"OTU_97.739",7,2,0,4,0,0,0,41,0,10,0,0,0,3,19,0,0,24,9,0
"OTU_97.7390",5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"OTU_97.7391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.740",0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
"OTU_97.7402",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"OTU_97.741",0,0,0,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0
"OTU_97.7415",0,0,0,1,1,1,0,0,0,5,0,0,0,0,0,1,0,0,0,2
"OTU_97.7426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7427",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"OTU_97.7432",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_97.7439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.744",0,13,0,2,0,42,0,20,0,1,43,18,5,11,24,0,0,0,0,0
"OTU_97.7453",0,7,0,0,1,1,0,0,6,0,0,3,0,2,0,1,0,0,0,0
"OTU_97.7460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7462",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7469",0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"OTU_97.747",0,0,0,0,1,2,22,6,12,6,0,0,1,0,0,11,9,0,0,1
"OTU_97.7473",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.7475",30,0,16,0,8,0,12,161,4,0,1,0,1,5,0,1,12,5,0,1
"OTU_97.7477",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.748",2,0,0,1,0,0,0,7,0,2,0,0,0,5,0,4,5,5,0,9
"OTU_97.7485",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.7490",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"OTU_97.7491",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7500",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7501",0,0,1,13,0,0,0,0,0,1,9,1,0,2,0,0,0,0,0,0
"OTU_97.7503",7,1,0,1,0,2,0,0,2,0,0,4,2,0,0,0,0,2,0,2
"OTU_97.7504",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.7512",0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"OTU_97.7514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7521",0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"OTU_97.7523",11,0,1,0,0,0,0,0,1,0,0,0,5,6,0,0,0,0,1,0
"OTU_97.753",0,4,0,2,0,0,0,18,0,0,0,6,1,0,0,0,0,23,2,5
"OTU_97.7533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7538",0,5,3,0,8,1,0,0,1,0,0,1,0,2,0,0,0,0,14,0
"OTU_97.754",1,13,0,6,18,19,9,9,0,87,5,2,5,23,2,0,48,249,0,2
"OTU_97.7542",1,0,0,0,0,39,4,19,5,0,2,1,8,8,10,15,9,2,0,0
"OTU_97.7545",0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,3,0
"OTU_97.7548",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.755",0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,0,0,4,1,0
"OTU_97.7553",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7572",0,0,0,0,0,0,1,2,7,6,0,0,0,0,1,0,0,0,3,0
"OTU_97.7573",1,0,2,1,3,0,3,6,0,1,0,1,0,2,2,0,0,6,2,16
"OTU_97.7584",21,1,0,0,0,4,1,0,0,1,4,4,1,0,0,0,0,0,0,0
"OTU_97.7585",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.7587",24,0,0,0,0,6,0,31,0,13,0,0,0,0,0,0,0,0,0,0
"OTU_97.7588",0,4,0,0,1,0,0,9,0,0,0,1,0,2,0,1,5,1,0,2
"OTU_97.7591",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"OTU_97.7592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_97.7597",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"OTU_97.76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.7606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7622",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.7623",0,0,0,0,1,0,0,0,0,4,0,2,0,0,1,0,2,0,0,2
"OTU_97.7633",0,0,5,0,1,0,7,0,0,3,5,0,3,0,0,3,0,1,1,4
"OTU_97.7634",0,5,0,0,0,0,1,7,3,7,0,0,5,0,0,0,3,0,0,0
"OTU_97.7635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_97.765",0,1,0,13,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0
"OTU_97.7654",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,2
"OTU_97.7657",6,1,0,6,2,3,0,353,2,0,45,1,16,0,0,3,3,0,23,0
"OTU_97.7660",5,0,0,0,2,1,0,0,11,0,3,0,0,0,0,0,0,0,2,0
"OTU_97.7662",15,0,0,21,0,0,0,1,59,0,0,1,0,75,0,0,0,0,0,23
"OTU_97.7666",0,0,0,1,0,0,1,16,0,0,0,5,0,0,0,0,24,0,0,0
"OTU_97.7668",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7676",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_97.7678",0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0
"OTU_97.768",0,0,2,0,0,1,0,0,0,0,0,10,2,1,2,16,0,0,5,17
"OTU_97.7681",0,0,3,8,7,2,6,32,1,0,3,19,0,9,7,0,8,0,0,1
"OTU_97.7682",0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,1
"OTU_97.7685",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.7687",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.769",1,0,30,2,0,0,25,1,0,12,0,2,57,0,0,0,6,1,1,0
"OTU_97.7697",47,2,21,1,5,0,0,5,2,0,0,0,0,0,0,1,0,3,0,3
"OTU_97.7705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7706",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.7709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.772",3,0,0,0,3,14,0,2,4,0,0,1,0,1,0,0,0,0,2,1
"OTU_97.7730",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7737",0,0,0,0,0,0,6,6,0,2,7,0,2,0,3,0,0,0,0,0
"OTU_97.7740",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
"OTU_97.7742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.775",18,4,3,0,0,0,0,7,21,12,0,8,8,0,15,0,1,0,0,1
"OTU_97.7753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.777",0,2,0,0,1,0,0,7,2,4,0,0,0,0,0,0,0,4,0,0
"OTU_97.778",90,20,26,0,15,12,52,7,0,0,12,0,8,25,42,0,5,0,43,0
"OTU_97.7787",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"OTU_97.7791",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7793",7,6,1,3,0,1,0,4,0,0,0,1,15,0,6,0,0,0,0,0
"OTU_97.7799",3,1,0,1,0,0,0,12,1,0,0,0,2,0,0,2,0,0,0,9
"OTU_97.780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7803",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_97.7809",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"OTU_97.7816",0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"OTU_97.7828",0,1,0,1,1,0,1,0,0,1,2,0,0,0,0,0,3,0,0,0
"OTU_97.7836",3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"OTU_97.7839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7848",0,0,0,11,1,0,1,3,0,0,8,0,8,0,0,0,5,2,2,0
"OTU_97.7849",0,0,0,0,0,0,3,0,0,1,3,0,0,0,2,0,0,0,0,0
"OTU_97.785",7,0,0,0,1,18,1,0,1,0,1,0,0,14,0,73,0,0,0,2
"OTU_97.7855",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0
"OTU_97.7856",1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,5,0,10,2
"OTU_97.7864",0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.7886",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"OTU_97.7888",0,2,0,0,0,0,0,1,0,0,7,0,0,5,2,0,1,0,0,0
"OTU_97.7889",0,0,0,0,0,0,1,2,1,0,0,0,2,1,0,0,3,0,0,0
"OTU_97.7890",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.7891",1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"OTU_97.7894",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7896",0,0,0,4,0,1,6,0,0,2,0,1,21,0,0,1,0,0,0,0
"OTU_97.7900",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"OTU_97.7904",0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"OTU_97.792",0,1,0,3,5,0,0,8,0,0,1,7,0,0,0,0,0,0,0,0
"OTU_97.7936",0,1,0,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,1
"OTU_97.7941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3
"OTU_97.7942",0,0,0,0,2,0,1,2,14,0,3,0,0,5,1,0,21,0,3,0
"OTU_97.7943",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.7948",0,4,0,0,2,3,0,0,1,0,0,0,0,0,0,3,0,1,0,1
"OTU_97.7961",0,8,0,1,0,0,1,6,0,0,0,0,4,0,0,0,0,8,0,0
"OTU_97.7977",0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"OTU_97.7981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.7989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.800",1,0,1,3,0,0,2,0,1,14,4,0,26,7,0,0,0,4,0,17
"OTU_97.8004",5,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4,0,4,0,1
"OTU_97.8009",0,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,9
"OTU_97.801",9,0,0,4,0,0,0,0,2,12,0,0,0,0,0,0,13,4,1,0
"OTU_97.8018",7,2,0,1,0,20,2,24,0,9,3,0,0,3,4,0,6,9,0,2
"OTU_97.802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8032",0,0,0,1,0,0,0,0,0,3,1,0,1,2,0,0,0,1,0,0
"OTU_97.8037",2,0,5,0,0,4,0,4,0,0,0,1,0,0,0,2,3,0,0,1
"OTU_97.804",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.8040",0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,0,0,0
"OTU_97.8050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8069",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_97.8079",2,1,0,3,0,3,1,0,0,0,0,0,46,2,3,0,0,0,5,2
"OTU_97.8081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8092",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.810",0,0,2,7,1,1,0,0,2,0,2,0,0,11,2,0,2,1,3,8
"OTU_97.8100",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.8105",2,1,0,5,0,0,0,26,15,1,26,1,0,3,4,9,0,18,0,1
"OTU_97.8107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8112",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"OTU_97.8119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8130",0,0,0,0,0,0,0,4,0,0,1,0,0,0,5,0,0,2,0,0
"OTU_97.8139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8141",0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.8146",0,5,13,0,0,3,3,210,8,0,1,10,0,4,0,2,0,19,0,1
